id,reviewer_id,sample_id,smell,severity,review_timestamp,type,code_name,repository,commit_hash,path,start_line,end_line,link,is_from_industry_relevant_project
528,6,5786929,blob,critical,2019-03-27 10:37:38.107923,class,org.apache.tez.runtime.library.common.writers.UnorderedPartitionedKVWriter,git@github.com:apache/tez.git,d5675c332497c1ac1dedefdf91e87476b5c0d7a9,/tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/writers/UnorderedPartitionedKVWriter.java,89,1427,https://github.com/apache/tez/blob/d5675c332497c1ac1dedefdf91e87476b5c0d7a9/tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/writers/UnorderedPartitionedKVWriter.java/#L89-L1427,1
535,6,5789396,blob,none,2019-03-27 10:38:28.888782,class,org.apache.tika.parser.multiple.SupplementingParser,git@github.com:apache/tika.git,4131c6e30f2e0eb1feb85e0f7576531d4e830468,/tika-core/src/main/java/org/apache/tika/parser/multiple/SupplementingParser.java,43,85,https://github.com/apache/tika/blob/4131c6e30f2e0eb1feb85e0f7576531d4e830468/tika-core/src/main/java/org/apache/tika/parser/multiple/SupplementingParser.java/#L43-L85,1
536,6,5799314,blob,none,2019-03-27 10:38:54.988274,class,org.apache.tapestry5.internal.services.RequestSecurityManagerImpl,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/internal/services/RequestSecurityManagerImpl.java,26,126,https://github.com/apache/tapestry-5/blob/542950fc0266e8f9be1aacb5d6ba92146ae20f1b/tapestry-core/src/main/java/org/apache/tapestry5/internal/services/RequestSecurityManagerImpl.java/#L26-L126,1
538,6,5799022,blob,none,2019-03-27 10:39:15.563558,class,org.apache.tapestry5.corelib.base.AbstractConditional,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/corelib/base/AbstractConditional.java,32,96,https://github.com/apache/tapestry-5/blob/542950fc0266e8f9be1aacb5d6ba92146ae20f1b/tapestry-core/src/main/java/org/apache/tapestry5/corelib/base/AbstractConditional.java/#L32-L96,1
546,6,5812130,blob,none,2019-03-27 10:41:21.898803,class,org.apache.tinkerpop.gremlin.process.traversal.step.util.event.Event.ElementPropertyChangedEvent,git@github.com:apache/tinkerpop.git,7d9df0f0acf08f9e675ca7b337fc5e0243c09b53,/gremlin-core/src/main/java/org/apache/tinkerpop/gremlin/process/traversal/step/util/event/Event.java,217,222,https://github.com/apache/tinkerpop/blob/7d9df0f0acf08f9e675ca7b337fc5e0243c09b53/gremlin-core/src/main/java/org/apache/tinkerpop/gremlin/process/traversal/step/util/event/Event.java/#L217-L222,1
551,6,5822090,blob,minor,2019-03-27 10:42:50.331973,class,org.apache.uima.ruta.action.TrimAction,git@github.com:apache/uima-ruta.git,08efb111a775b4ba01cf048ac699aa9c22188325,/ruta-core/src/main/java/org/apache/uima/ruta/action/TrimAction.java,37,136,https://github.com/apache/uima-ruta/blob/08efb111a775b4ba01cf048ac699aa9c22188325/ruta-core/src/main/java/org/apache/uima/ruta/action/TrimAction.java/#L37-L136,1
554,6,5828468,blob,major,2019-03-27 10:44:23.905227,class,org.apache.unomi.mailchimp.services.internal.MailChimpServiceImpl,git@github.com:apache/unomi.git,1745c5221401a05e66ebf80fbe9cce2790442b3a,/extensions/unomi-mailchimp/services/src/main/java/org/apache/unomi/mailchimp/services/internal/MailChimpServiceImpl.java,40,434,https://github.com/apache/unomi/blob/1745c5221401a05e66ebf80fbe9cce2790442b3a/extensions/unomi-mailchimp/services/src/main/java/org/apache/unomi/mailchimp/services/internal/MailChimpServiceImpl.java/#L40-L434,1
556,6,5839091,blob,none,2019-03-27 10:44:35.158911,class,org.apache.catalina.valves.AbstractAccessLogValve.SessionAttributeElement,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/catalina/valves/AbstractAccessLogValve.java,1535,1564,https://github.com/apache/tomcat/blob/a9c1a0661198d9ba37c1facd8385fe05d538c4ad/java/org/apache/catalina/valves/AbstractAccessLogValve.java/#L1535-L1564,1
558,6,5839770,blob,none,2019-03-27 10:44:48.632139,class,org.apache.catalina.tribes.group.interceptors.EncryptInterceptor.ChannelConfigException,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/catalina/tribes/group/interceptors/EncryptInterceptor.java,630,638,https://github.com/apache/tomcat/blob/a9c1a0661198d9ba37c1facd8385fe05d538c4ad/java/org/apache/catalina/tribes/group/interceptors/EncryptInterceptor.java/#L630-L638,1
561,7,5827650,blob,none,2019-03-27 10:44:58.540616,class,org.apache.uima.ruta.cde.ui.DocumentTableLabelProvider,git@github.com:apache/uima-ruta.git,08efb111a775b4ba01cf048ac699aa9c22188325,/ruta-ep-addons/src/main/java/org/apache/uima/ruta/cde/ui/DocumentTableLabelProvider.java,29,85,https://github.com/apache/uima-ruta/blob/08efb111a775b4ba01cf048ac699aa9c22188325/ruta-ep-addons/src/main/java/org/apache/uima/ruta/cde/ui/DocumentTableLabelProvider.java/#L29-L85,1
568,6,5855407,blob,none,2019-03-27 10:46:22.479824,class,org.apache.tomcat.dbcp.dbcp2.managed.XAConnectionFactory,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/tomcat/dbcp/dbcp2/managed/XAConnectionFactory.java,33,55,https://github.com/apache/tomcat/blob/a9c1a0661198d9ba37c1facd8385fe05d538c4ad/java/org/apache/tomcat/dbcp/dbcp2/managed/XAConnectionFactory.java/#L33-L55,1
578,6,5857044,blob,none,2019-03-27 10:47:29.910596,class,org.apache.uima.tools.cvd.control.FileSaveEventHandler,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,/uimaj-tools/src/main/java/org/apache/uima/tools/cvd/control/FileSaveEventHandler.java,28,42,https://github.com/apache/uima-uimaj/blob/e79c33b5a3e4c25afb407e68e98df1829a68e5a7/uimaj-tools/src/main/java/org/apache/uima/tools/cvd/control/FileSaveEventHandler.java/#L28-L42,1
582,6,5866628,blob,none,2019-03-27 10:48:35.569608,class,org.apache.uima.caseditor.editor.action.WideLeftAnnotationSideAction,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,/uimaj-ep-cas-editor/src/main/java/org/apache/uima/caseditor/editor/action/WideLeftAnnotationSideAction.java,35,90,https://github.com/apache/uima-uimaj/blob/e79c33b5a3e4c25afb407e68e98df1829a68e5a7/uimaj-ep-cas-editor/src/main/java/org/apache/uima/caseditor/editor/action/WideLeftAnnotationSideAction.java/#L35-L90,1
587,6,5871455,blob,none,2019-03-27 10:49:10.497885,class,org.apache.vinci.transport.ErrorFrame,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,/jVinci/src/main/java/org/apache/vinci/transport/ErrorFrame.java,28,35,https://github.com/apache/uima-uimaj/blob/e79c33b5a3e4c25afb407e68e98df1829a68e5a7/jVinci/src/main/java/org/apache/vinci/transport/ErrorFrame.java/#L28-L35,1
